gen,best_dist,best_sol,best_obj
499,0.002506265664160401,"[0.11633139731312958,0.0003363501377771083,9.92902125338535e-05,0.0003427932065160899,0.0008974634603253762,0.0001244362483173722,0.00011601999128074691,0.0033641100945099867,0.0002570335082408004,0.00035286145415114323,0.00023423287873058918,0.0020549393903094293,0.0003843667903903336,0.003656448508714494,0.00015465456435148628,0.0002156465694224119,0.0012518065079597518,0.0014130312693090286,0.0006549244763381923,0.0009292455720794068,0.00026236239573673714,8.925068801524105e-05,0.00047808367700108434,0.00032247747626912293,0.0001618575856033866,0.0013328678309032505,0.002149025617512179,0.000742361000628966,0.0002941102661146999,6.9907340544128616e-06]","[0.999409375153524,0.0005906248464759856]"

result mean: 0.0 (0.0)
all gens mean: 499 (0.0)
